WINE_ID,WINE_NM,WINE_REGION_NM,WINE_CAT,WINE_PC
29243,Chamisal Vineyards Stainless Chardonnay 2019,"Chardonnay from Central Coast, California",White Wine,18.0
29244,Champagne Palmer Brut Reserve (1.5 Liter Magnum),"Non-Vintage Sparkling Wine from Champagne, France",Sparkling & Champagne,140.0
29245,Champet Cote Rotie La Vialliere 2018,"Syrah/Shiraz from Cote Rotie, Rhone, France",Red Wine,79.99
29246,Champet Cote Rotie La Vialliere 2016,"Syrah/Shiraz from Cote Rotie, Rhone, France",Red Wine,79.99
29247,Chandon Blanc de Pinot Noir,"Non-Vintage Sparkling Wine from Carneros, California",Sparkling & Champagne,24.0
29248,Chandon de Briailles Bourgogne Rouge Gelee Royale 2016,"Pinot Noir from Cote de Beaune, Cote d'Or, Burgundy, France",Red Wine,89.99
29249,Chandon de Briailles Aloxe-Corton Les Valozieres Premier Cru 2016,"Pinot Noir from Aloxe-Corton, Cote de Beaune, Cote d'Or, Burgundy, France",Red Wine,105.0
29250,Chanson Pere & Fils Beaune Clos des Marconnets Premier Cru 2017,"Pinot Noir from Cote de Beaune, Cote d'Or, Burgundy, France",Red Wine,69.99
29251,Chanson Pere & Fils Gevrey-Chambertin La Perriere Premier Cru 2017,"Pinot Noir from Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",Red Wine,139.99
29252,Chanson Pere & Fils Chablis 2018,"Chardonnay from Chablis, Burgundy, France",White Wine,29.99
29253,Chanson Pere & Fils Chassagne-Montrachet Les Chenevottes Premier Cru 2017,"Chardonnay from Chassagne-Montrachet, Cote de Beaune, Cote d'Or, Burgundy, France",White Wine,119.99
29254,Chanson Pere & Fils Beaune Clos des Mouches Rouge Premier Cru 2016,"Pinot Noir from Beaune, Cote de Beaune, Cote d'Or, Burgundy, France",Red Wine,154.99
29255,Chanson Pere & Fils Clos de Vougeot Grand Cru 2017,"Pinot Noir from Vougeot, Cote de Nuits, Cote d'Or, Burgundy, France",Red Wine,299.0
29256,Chapel Hill Parson's Rose 2018,"Rosé from McLaren Vale, South Australia, Australia",Pink and Rosé,19.99
29257,Chappellet Signature Cabernet Sauvignon 2018,"Cabernet Sauvignon from Napa Valley, California",Red Wine,69.99
29258,Chappellet Pritchard Hill Estate Vineyard Cabernet Sauvignon (1.5 Liter) 2017,"Cabernet Sauvignon from Napa Valley, California",Red Wine,629.99
29259,Chappellet Pritchard Hill Estate Vineyard Cabernet Sauvignon 2017,"Cabernet Sauvignon from Napa Valley, California",Red Wine,279.99
29260,Charlene & Laurent Pinson Petit Chablis 2018,"Chardonnay from Chablis, Burgundy, France",White Wine,24.99
29261,Charles Bove Sparkling Rose,"Non-Vintage Sparkling Wine from Touraine, Loire, France",Sparkling & Champagne,19.99
29262,Charles Bove Sparkling,"Non-Vintage Sparkling Wine from Loire, France",Sparkling & Champagne,16.99
29263,Charles Joguet Chinon Clos de la Dioterie 2015,"Cabernet Franc from Chinon, Touraine, Loire, France",Red Wine,71.0
29264,Charles Thomas Cotes-Du-Rhone Rose 2018,"Rosé from Cotes du Rhone, Rhone, France",Pink and Rosé,17.99
29265,Charles Woodson’s Intercept Intercept Red Blend 2017,"Other Red Blends from Paso Robles, Central Coast, California",Red Wine,18.99
29266,Chateau Angelus 1994,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,499.97
29267,Chateau Angelus 2015,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,379.99
29268,Chateau Angelus 2010,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,459.99
29269,Chateau Angelus 2003,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,439.97
29270,Chateau Angelus 2009,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,499.97
29271,Chateau Ausone (Futures Pre-Sale) 2018,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,789.97
29272,Chateau Ausone 2011,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,799.97
29273,Chateau Ausone (Futures Pre-Sale) 2019,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,599.97
29274,Chateau Ausone 2005,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,1499.97
29275,Chateau Barde Haut (Futures Pre-Sale) 2019,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,31.97
29276,Chateau Barde Haut (Futures Pre-Sale) 2018,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,37.97
29277,Chateau Baret Blanc 2017,"Bordeaux White Blends from Pessac-Leognan, Bordeaux, France",White Wine,23.99
29278,Chateau Baret 2018,"Bordeaux Red Blends from Pessac-Leognan, Bordeaux, France",Red Wine,19.99
29279,Chateau Beau-Sejour Becot (Futures Pre-Sale) 2019,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,57.97
29280,Chateau Beau-Sejour Becot 2018,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,67.97
29281,Chateau Beaumont (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Haut Medoc, Bordeaux, France",Red Wine,14.97
29282,Chateau Beaumont 2018,"Bordeaux Red Blends from Haut Medoc, Bordeaux, France",Red Wine,19.99
29283,Chateau Beauregard (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Pomerol, Bordeaux, France",Red Wine,55.97
29284,Chateau Beauregard 2018,"Bordeaux Red Blends from Pomerol, Bordeaux, France",Red Wine,67.99
29285,Chateau Beausejour Duffau-Lagarrosse (Futures Pre-Sale) 2019,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,119.97
29286,Chateau Beausejour Duffau-Lagarrosse 1990,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,1000.0
29287,Chateau Bel-Air Jean & Gabriel Lussac St.-Emilion (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Bordeaux, France",Red Wine,24.97
29288,Chateau Belair-Monange 2006,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,79.97
29289,Chateau Belgrave (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Medoc, Bordeaux, France",Red Wine,32.97
29290,Chateau Belgrave (Futures Pre-Sale) 2018,"Bordeaux Red Blends from Medoc, Bordeaux, France",Red Wine,36.97
29291,Chateau Bellefont Belcier (Futures Pre-Sale) 2019,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,45.97
29292,Chateau Bellefont Belcier (Futures Pre-Sale) 2018,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,46.97
29293,Chateau Bellevue Mondotte St. Emilion 2005,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,339.97
29294,Chateau Bellevue (Futures Pre-Sale) 2019,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,41.97
29295,Chateau Bellevue Mondotte 2003,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,229.97
29296,Chateau Bellevue Mondotte (Futures Pre-Sale) 2019,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,124.97
29297,Chateau Bellevue Mondotte (Futures Pre-Sale) 2018,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,144.97
29298,Chateau Berliquet (Futures Pre-Sale) 2018,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,47.97
29299,Chateau Berliquet (Futures Pre-Sale) 2019,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,44.97
29300,Chateau Beychevelle (6-Pack OWC Futures Pre-Sale) 2019,"Bordeaux Red Blends from St-Julien, Bordeaux, France",Red Wine,469.97
29301,Chateau Beychevelle (Futures Pre-Sale) 2019,"Bordeaux Red Blends from St-Julien, Bordeaux, France",Red Wine,77.97
29302,Chateau Beychevelle 2018,"Bordeaux Red Blends from St-Julien, Bordeaux, France",Red Wine,99.0
29303,Chateau Beychevelle (1.5 Liter Futures Pre-Sale) 2019,"Bordeaux Red Blends from St-Julien, Bordeaux, France",Red Wine,159.97
29304,Chateau Beychevelle (1.5 Liter Magnum) 2018,"Bordeaux Red Blends from St-Julien, Bordeaux, France",Red Wine,199.97
29305,Chateau Bonnet Rouge 2015,"Bordeaux Red Blends from Bordeaux, France",Red Wine,13.99
29306,Chateau Bourgneuf (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Pomerol, Bordeaux, France",Red Wine,59.97
29307,Chateau Bourgneuf (Futures Pre-Sale) 2018,"Bordeaux Red Blends from Pomerol, Bordeaux, France",Red Wine,62.97
29308,Chateau Branaire-Ducru (Futures Pre-Sale) 2019,"Bordeaux Red Blends from St-Julien, Bordeaux, France",Red Wine,39.97
29309,Chateau Branaire-Ducru (Futures Pre-Sale) 2018,"Bordeaux Red Blends from St-Julien, Bordeaux, France",Red Wine,54.97
29310,Chateau Branaire-Ducru (1.5 Liter Magnum) 2015,"Bordeaux Red Blends from St-Julien, Bordeaux, France",Red Wine,169.97
29311,Chateau Branaire-Ducru 2015,"Bordeaux Red Blends from St-Julien, Bordeaux, France",Red Wine,89.99
29312,Chateau Brane-Cantenac (1.5 Liter Magnum Futures Pre-Sale) 2019,"Bordeaux Red Blends from Margaux, Bordeaux, France",Red Wine,124.97
29313,Chateau Brane-Cantenac (Futures Pre-Sale) 2018,"Bordeaux Red Blends from Margaux, Bordeaux, France",Red Wine,71.97
29314,Chateau Brane-Cantenac (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Margaux, Bordeaux, France",Red Wine,57.97
29315,Chateau Brane-Cantenac (1.5 Liter Magnum Futures Pre-Sale) 2018,"Bordeaux Red Blends from Margaux, Bordeaux, France",Red Wine,144.97
29316,Chateau Brisson (Futures Pre-Sale) 2018,"Bordeaux Red Blends from Cotes de Castillon, Bordeaux, France",Red Wine,11.97
29317,Chateau Brown 2016,"Bordeaux Red Blends from Pessac-Leognan, Bordeaux, France",Red Wine,36.99
29318,Chateau Brown (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Pessac-Leognan, Bordeaux, France",Red Wine,25.97
29319,Chateau Brown (Futures Pre-Sale) 2018,"Bordeaux Red Blends from Pessac-Leognan, Bordeaux, France",Red Wine,34.99
29320,Chateau Calon-Segur (3 Liter Bottle) 2016,"Bordeaux Red Blends from St. Estephe, Bordeaux, France",Red Wine,899.97
29321,Chateau Canon 2016,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,199.99
29322,Chateau Canon (1.5 Liter Magnum) 2016,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,369.99
29323,Chateau Canon (Futures Pre-Sale) 2019,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,99.97
29324,Chateau Canon (1.5 Liter Magnum) 2018,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,299.97
29325,Chateau Canon La Gaffeliere 2016,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,109.99
29326,Chateau Canon La Gaffeliere (1.5 Liter Futures Pre-Sale) 2018,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,169.97
29327,Chateau Canon La Gaffeliere 6-Pack OWC (Futures Pre-Sale) 2019,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,419.97
29328,Chateau Canon La Gaffeliere (1.5 Liter Futures Pre-Sale) 2019,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,145.97
29329,Chateau Canon La Gaffeliere 2015,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,99.99
29330,Chateau Canon La Gaffeliere (Futures Pre-Sale) 2019,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,69.97
29331,Chateau Cantemerle (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Haut Medoc, Bordeaux, France",Red Wine,25.97
29332,Chateau Cantenac Brown (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Margaux, Bordeaux, France",Red Wine,44.97
29333,Chateau Cap de Faugeres 2018,"Bordeaux Red Blends from Cotes de Castillon, Bordeaux, France",Red Wine,17.99
29334,Chateau Cap de Faugeres (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Cotes de Castillon, Bordeaux, France",Red Wine,13.97
29335,Chateau Cap de Faugeres 2015,"Bordeaux Red Blends from Cotes de Castillon, Bordeaux, France",Red Wine,17.99
29336,Chateau Capbern 2018,"Bordeaux Red Blends from St. Estephe, Bordeaux, France",Red Wine,29.99
29337,Chateau Capbern (Futures Pre-Sale) 2019,"Bordeaux Red Blends from St. Estephe, Bordeaux, France",Red Wine,21.97
29338,Chateau Carbonnieux (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Pessac-Leognan, Bordeaux, France",Red Wine,31.97
29339,Chateau Carlmagnus 2015,"Bordeaux Red Blends from Fronsac, Bordeaux, France",Red Wine,19.99
29340,Chateau Carlmagnus (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Fronsac, Bordeaux, France",Red Wine,14.97
29341,Chateau Castegens 2016,"Bordeaux Red Blends from Cotes de Castillon, Bordeaux, France",Red Wine,35.0
29342,Chateau Certan de May (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Pomerol, Bordeaux, France",Red Wine,124.97
29343,Chateau Chauvin (Futures Pre-Sale) 2019,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,32.97
29344,Chateau Cheval Blanc Le Petit Cheval (Futures Pre-Sale) 2019,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,164.97
29345,Chateau Cheval Blanc (1.5 Liter Futures Pre-Sale) 2019,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,1009.97
29346,Chateau Clement Pichon (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Medoc, Bordeaux, France",Red Wine,21.97
29347,Chateau Clinet 2009,"Bordeaux Red Blends from Pomerol, Bordeaux, France",Red Wine,349.97
29348,Chateau Clinet 2005,"Bordeaux Red Blends from Pomerol, Bordeaux, France",Red Wine,209.97
29349,Chateau Clos de Bouard La Dame de Bouard (Futures Pre-Sale) 2019,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,13.97
29350,Chateau Clos de Bouard Montagne St.-Emilion (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Bordeaux, France",Red Wine,22.97
29351,Chateau Clos de Bouard La Dame de Bouard 2018,"Bordeaux Red Blends from Bordeaux, France",Red Wine,19.99
29352,Chateau Clos de Bouard Montagne St.-Emilion (Futures Pre-Sale) 2018,"Bordeaux Red Blends from Bordeaux, France",Red Wine,25.97
29353,Chateau Clos du Roy (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Fronsac, Bordeaux, France",Red Wine,13.97
29354,Chateau Clos du Roy (Futures Pre-Sale) 2018,"Bordeaux Red Blends from Fronsac, Bordeaux, France",Red Wine,15.99
29355,Chateau Clos Marsalette (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Pessac-Leognan, Bordeaux, France",Red Wine,20.97
29356,Chateau Clos St. Martin (Futures Pre-Sale) 2019,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,97.97
29357,Chateau Corbin (Futures Pre-Sale) 2019,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,31.97
29358,Chateau Corbin (Futures Pre-Sale) 2018,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,39.97
29359,Chateau Cos d'Estournel (1.5 Liter Magnum) 2016,"Bordeaux Red Blends from St. Estephe, Bordeaux, France",Red Wine,499.97
29360,Chateau Cos d'Estournel (3 Liter) 2002,"Bordeaux Red Blends from St. Estephe, Bordeaux, France",Red Wine,999.97
29361,Chateau Cos d'Estournel Blanc (Futures Pre-Sale) 2019,"Bordeaux White Blends from St. Estephe, Bordeaux, France",White Wine,129.97
29362,Chateau Cos d'Estournel 2005,"Bordeaux Red Blends from St. Estephe, Bordeaux, France",Red Wine,299.99
29363,Chateau Cos d'Estournel Pagodes de Cos (Futures Pre-Sale) 2019,"Bordeaux Red Blends from St. Estephe, Bordeaux, France",Red Wine,41.97
29364,Chateau Cos d'Estournel (1.5 Liter Futures Pre-Sale) 2019,"Bordeaux Red Blends from St. Estephe, Bordeaux, France",Red Wine,314.97
29365,Chateau Cos d'Estournel 2018,"Bordeaux Red Blends from St. Estephe, Bordeaux, France",Red Wine,219.99
29366,Chateau Cote de Baleau (Futures Pre-Sale) 2019,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,24.97
29367,Chateau Coupe Roses La Bastide 2018,"Other Red Blends from Minervois, Languedoc, South of France, France",Red Wine,15.99
29368,Chateau Coupe Roses Champ de Roy Blanc 2018,"Other White Blends from Minervois, Languedoc, South of France, France",White Wine,15.99
29369,Chateau d'Aiguilhe (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Cotes de Castillon, Bordeaux, France",Red Wine,19.97
29370,Chateau d'Angles La Clape Classique Rose 2019,"Rosé from La Clape, Languedoc, South of France, France",Pink and Rosé,16.99
29371,Chateau d'Armailhac (Futures Pre-Sale) 2018,"Bordeaux Red Blends from Pauillac, Bordeaux, France",Red Wine,55.99
29372,Chateau d'Aussieres Chardonnay 2017,"Chardonnay from Pays d’Oc, South of France, France",White Wine,12.99
29373,Chateau d'Esclans Whispering Angel Rose (3 Liter Bottle) 2019,"Rosé from Provence, South of France, France",Pink and Rosé,118.99
29374,Chateau d'Esclans Whispering Angel Rose 2019,"Rosé from Cotes de Provence, Provence, South of France, France",Pink and Rosé,25.0
29375,Chateau d'Esclans Rock Angel Rose 2018,"Rosé from Cotes de Provence, Provence, South of France, France",Pink and Rosé,34.99
29376,Chateau d'Issan Blason d'Issan (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Margaux, Bordeaux, France",Red Wine,24.97
29377,Chateau d'Issan (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Margaux, Bordeaux, France",Red Wine,50.97
29378,Chateau d'Issan (Futures Pre-Sale) 2018,"Bordeaux Red Blends from Margaux, Bordeaux, France",Red Wine,64.97
29379,Chateau d'Yquem Sauternes (375ML half-bottle) 2016,"Other Dessert from Sauternes, Bordeaux, France",Collectible,249.99
29380,Chateau d'Yquem Sauternes 2010,"Other Dessert from Sauternes, Bordeaux, France",Collectible,559.99
29381,Chateau d'Yquem Sauternes 2002,"Other Dessert from Sauternes, Bordeaux, France",Collectible,489.97
29382,Chateau Dalem (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Fronsac, Bordeaux, France",Red Wine,21.97
29383,Chateau Dauzac (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Margaux, Bordeaux, France",Red Wine,35.97
29384,Chateau de Beaucastel Coudoulet Rouge 2018,"Rhone Red Blends from Cotes du Rhone, Rhone, France",Red Wine,29.99
29385,Chateau de Beaucastel Chateauneuf-du-Pape Grand Cuvee Hommage a Jacques Perrin (3 Liter) 2003,"Rhone Red Blends from Chateauneuf-du-Pape, Rhone, France",Red Wine,1299.97
29386,Chateau De Berne Romance Rose 2019,"Rosé from Cotes de Provence, Provence, South of France, France",Pink and Rosé,15.99
29387,Chateau De Berne Inspiration Cotes de Provence Rose 2019,"Rosé from Cotes de Provence, Provence, South of France, France",Pink and Rosé,19.99
29388,Chateau de Campuget Tradition Rose 2019,"Rosé from Costieres de Nimes, Rhone, France",Pink and Rosé,11.99
29389,Chateau de Carles (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Fronsac, Bordeaux, France",Red Wine,14.97
29390,Chateau de France (Futures Pre-Sale) 2018,"Bordeaux Red Blends from Pessac-Leognan, Bordeaux, France",Red Wine,21.97
29391,Chateau de Francs Les Cerisiers (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Bordeaux, France",Red Wine,14.97
29392,Chateau de Francs Les Cerisiers 2018,"Bordeaux Red Blends from Bordeaux, France",Red Wine,19.99
29393,Chateau de la Huste (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Fronsac, Bordeaux, France",Red Wine,13.97
29394,Chateau de la Huste 2018,"Bordeaux Red Blends from Fronsac, Bordeaux, France",Red Wine,21.99
29395,Chateau de la Maltroye Chassagne Montrachet Premier Cru Clos du Chateau la Maltroye 2011,"Chardonnay from Chassagne-Montrachet, Cote de Beaune, Cote d'Or, Burgundy, France",White Wine,89.97
29396,Chateau de la Ragotiere Muscadet Sur Lie Black Label 2018,"Melon de Bourgogne from Pays Nantais, Loire, France",White Wine,15.99
29397,Chateau de la Tour Clos Vougeot Grand Cru Vieilles Vignes 2014,"Pinot Noir from Vougeot, Cote de Nuits, Cote d'Or, Burgundy, France",Red Wine,249.97
29398,Chateau De Mattes Sabran Corbieres Le Viala 2018,"Other Red Blends from Corbieres, Languedoc, South of France, France",Red Wine,15.0
29399,Chateau de Meursault Savigny Les Beaune 2016,"Pinot Noir from Savigny-les-Beaune, Cote de Beaune, Cote d'Or, Burgundy, France",Red Wine,69.99
29400,Chateau de Meursault Pommard Clos des Epenots Premier Cru 2015,"Pinot Noir from Pommard, Cote de Beaune, Cote d'Or, Burgundy, France",Red Wine,185.0
29401,Chateau de Meursault Volnay Clos des Chenes Premier Cru 2016,"Pinot Noir from Volnay, Cote de Beaune, Cote d'Or, Burgundy, France",Red Wine,149.99
29402,Chateau de Pez (Futures Pre-Sale) 2019,"Bordeaux Red Blends from St. Estephe, Bordeaux, France",Red Wine,39.97
29403,Chateau de Pibarnon Bandol Rouge (1.5 Liter Magnum) 2016,"Mourvedre from Bandol, Provence, South of France, France",Red Wine,104.0
29404,Chateau de Pressac (Futures Pre-Sale) 2019,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,35.97
29405,Chateau de Roquefort Corail Rose 2019,"Rosé from Cotes de Provence, Provence, South of France, France",Pink and Rosé,22.99
29406,Chateau de Rouanne Brut Nature 2019,"Vintage Sparkling Wine from South of France, France",Sparkling & Champagne,29.99
29407,Chateau de Saint Cosme Gigondas le Claux 2018,"Rhone Red Blends from Gigondas, Rhone, France",Red Wine,129.99
29408,Chateau de Saint Cosme Gigondas (1.5 Liter Magnum) 2018,"Rhone Red Blends from Gigondas, Rhone, France",Red Wine,109.0
29409,Chateau de Saint Cosme Cotes du Rhone Les Deux Albions 2018,"Rhone Red Blends from Cotes du Rhone, Rhone, France",Red Wine,23.99
29410,Chateau de Saint Cosme Crozes-Hermitage 2018,"Syrah/Shiraz from Crozes-Hermitage, Rhone, France",Red Wine,35.99
29411,Chateau de Saint Cosme Gigondas 2018,"Rhone Red Blends from Gigondas, Rhone, France",Red Wine,57.0
29412,Chateau de Saint Cosme Cote Rotie 2018,"Syrah/Shiraz from Cote Rotie, Rhone, France",Red Wine,89.99
29413,Chateau de Saint Cosme Chateauneuf-du-Pape 2017,"Rhone Red Blends from Chateauneuf-du-Pape, Rhone, France",Red Wine,59.99
29414,Chateau de Sales (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Pomerol, Bordeaux, France",Red Wine,33.97
29415,Chateau de Tabuteau Lussac St. Emilion 2015,"Bordeaux Red Blends from Bordeaux, France",Red Wine,14.99
29416,Chateau de Vaudieu Chateauneuf-du-Pape Blanc 2018,"Rhone White Blends from Chateauneuf-du-Pape, Rhone, France",White Wine,64.99
29417,Chateau de Vaudieu Lirac Plateau des Chenes 2016,"Rhone Red Blends from Lirac, Rhone, France",Red Wine,32.99
29418,Chateau de Vaudieu Val de Dieu Chateauneuf-du-Pape 2017,"Rhone Red Blends from Chateauneuf-du-Pape, Rhone, France",Red Wine,90.0
29419,Chateau de Vaudieu Chateauneuf-du-Pape Blanc 2017,"Rhone White Blends from Chateauneuf-du-Pape, Rhone, France",White Wine,55.0
29420,Chateau de Vaudieu Chateauneuf-du-Pape 2017,"Rhone Red Blends from Chateauneuf-du-Pape, Rhone, France",Red Wine,55.0
29421,Chateau de Vaudieu Clos du Belvedere Chateauneuf-du-Pape Blanc 2018,"Rhone White Blends from Chateauneuf-du-Pape, Rhone, France",White Wine,80.0
29422,Chateau des Mille Anges 2016,"Bordeaux Red Blends from Bordeaux, France",Red Wine,19.99
29423,Chateau Doisy Daene (375ML Futures Pre-Sale) 2018,"Other Dessert from Barsac, Bordeaux, France",,18.97
29424,Chateau Doisy Vedrines Sauternes (Futures Pre-Sale) 2019,"Other Dessert from Sauternes, Bordeaux, France",,31.97
29425,Chateau Doisy Vedrines Sauternes (375ML Futures Pre-Sale) 2019,"Other Dessert from Sauternes, Bordeaux, France",,16.97
29426,Chateau du Retout 2018,"Bordeaux Red Blends from Haut Medoc, Bordeaux, France",Red Wine,21.99
29427,Chateau du Tertre 2018,"Bordeaux Red Blends from Margaux, Bordeaux, France",Red Wine,54.99
29428,Chateau Ducru-Beaucaillou Le Petit Ducru (Futures Pre-Sale) 2019,"Bordeaux Red Blends from St-Julien, Bordeaux, France",Red Wine,29.97
29429,Chateau Ducru-Beaucaillou Madame de Beaucaillou (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Haut Medoc, Bordeaux, France",Red Wine,19.97
29430,Chateau Ducru-Beaucaillou (1.5 Liter Futures Pre-Sale) 2018,"Bordeaux Red Blends from St-Julien, Bordeaux, France",Red Wine,409.97
29431,Chateau Ducru-Beaucaillou Croix de Beaucaillou (Futures Pre-Sale) 2019,"Bordeaux Red Blends from St-Julien, Bordeaux, France",Red Wine,39.97
29432,Chateau Duhart-Milon (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Pauillac, Bordeaux, France",Red Wine,67.97
29433,Chateau Durand-Laplagne Les Terres Rouges Puisseguin-St. Emilion 2018,"Bordeaux Red Blends from Bordeaux, France",Red Wine,14.99
29434,Chateau Durfort-Vivens (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Margaux, Bordeaux, France",Red Wine,54.97
29435,Chateau Faizeau Montagne-St.-Emilion 2016,"Bordeaux Red Blends from Bordeaux, France",Red Wine,22.0
29436,Chateau Faugeres (Futures Pre-Sale) 2019,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,34.97
29437,Chateau Ferran Blanc 2018,"Bordeaux White Blends from Pessac-Leognan, Bordeaux, France",White Wine,23.99
29438,Chateau Ferriere (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Margaux, Bordeaux, France",Red Wine,36.97
29439,Chateau Figeac (1.5 Liter Futures Pre-Sale) 2019,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,379.97
29440,Chateau Figeac (1.5 Liter Futures Pre-Sale) 2018,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,493.97
29441,Chateau Figeac 2015,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,239.99
29442,Chateau Fleur Cardinale (Futures Pre-Sale) 2018,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,40.97
29443,Chateau Fleur Cardinale La Croix Cardinale (Futures Pre-Sale) 2018,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,27.97
29444,Chateau Fleur Cardinale (Futures Pre-Sale) 2019,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,38.97
29445,Chateau Fleur La Mothe 2016,"Bordeaux Red Blends from Medoc, Bordeaux, France",Red Wine,22.0
29446,Chateau Fleur La Mothe (Futures Pre-Sale) 2018,"Bordeaux Red Blends from Medoc, Bordeaux, France",Red Wine,13.97
29447,Chateau Fombrauge 2018,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,34.99
29448,Chateau Fombrauge (1.5 Liter Magnum) 2016,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,79.97
29449,Chateau Fombrauge (Futures Pre-Sale) 2019,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,28.97
